,id,title,duration,designation,description,questions,startCourseDate,courseExpireDate,createdAt,updatedAt
0,102,Docker,5,DevOps Engineer,This is a course on Docker for DevOps Engineer.,"[{'answers': ['Managing virtual machines', 'Running containers', 'Building applications', 'Storing databases'], 'question': 'What is Docker used for?', 'correctAnswer': 'Running containers'}, {'answers': ['Jenkins', 'Jira', 'Jupyter', 'JVM'], 'question': 'Which tool is commonly used for CI/CD pipelines?', 'correctAnswer': 'Jenkins'}, {'answers': ['Automatic deployments', 'Version control of infrastructure', 'Database management', 'Monitoring logs'], 'question': 'What is the primary benefit of Infrastructure as Code (IaC)?', 'correctAnswer': 'Version control of infrastructure'}, {'answers': ['Manage Kubernetes clusters', 'Manage Docker containers', 'Deploy databases', 'Run CI/CD pipelines'], 'question': 'What does `kubectl` do in a Kubernetes environment?', 'correctAnswer': 'Manage Kubernetes clusters'}, {'answers': ['Distribute traffic across servers', 'Increase latency', 'Reduce security risks', 'Manage file uploads'], 'question': 'What is the purpose of load balancing?', 'correctAnswer': 'Distribute traffic across servers'}]",2024-10-03 00:00:00+00:00,2025-10-03 00:00:00+00:00,2024-10-03 06:50:26.925000+00:00,2024-10-03 06:50:26.925000+00:00
1,103,Python,5,Platform Engineer,This is a course on Python for Platform Engineer.,"[{'answers': ['IaaS', 'PaaS', 'SaaS', 'CaaS'], 'question': 'Which cloud service model provides virtualized computing resources over the internet?', 'correctAnswer': 'IaaS'}, {'answers': ['AWS', 'Jenkins', 'Git', 'Linux'], 'question': 'Which of the following is a cloud computing platform?', 'correctAnswer': 'AWS'}, {'answers': ['Hypervisor', 'Router', 'Docker', 'Proxy'], 'question': 'Which technology is used to virtualize hardware resources?', 'correctAnswer': 'Hypervisor'}, {'answers': ['Distribute website content geographically', 'Deploy applications', 'Manage databases', 'Monitor server health'], 'question': 'What is a common use case for a Content Delivery Network (CDN)?', 'correctAnswer': 'Distribute website content geographically'}, {'answers': ['Adding more servers', 'Increasing RAM on a single server', 'Optimizing code', 'Upgrading database size'], 'question': 'What does horizontal scaling refer to in cloud computing?', 'correctAnswer': 'Adding more servers'}]",2024-10-03 00:00:00+00:00,2025-10-03 00:00:00+00:00,2024-10-03 06:50:27.082000+00:00,2024-10-03 06:50:27.082000+00:00
2,104,Cloud,1,Principle Architect,This is a course on Cloud for Principle Architect.,"[{'answers': ['Answer 1', 'Answer 2', 'Answer 3', 'Answer 4'], 'question': 'Generic question 1?', 'correctAnswer': 'Answer 1'}]",2024-10-03 00:00:00+00:00,2025-10-03 00:00:00+00:00,2024-10-03 06:50:27.085000+00:00,2024-10-03 06:50:27.085000+00:00
3,105,Python,5,QA Engineer,This is a course on Python for QA Engineer.,"[{'answers': ['Testing the maximum values', 'Testing at the boundary between partitions', 'Testing only valid inputs', 'Testing with random inputs'], 'question': 'What is boundary value testing?', 'correctAnswer': 'Testing at the boundary between partitions'}, {'answers': ['Jira', 'JMeter', 'Confluence', 'Git'], 'question': 'Which tool is used for performance testing?', 'correctAnswer': 'JMeter'}, {'answers': ['Retesting verifies new functionality, regression testing checks existing functionality', 'Regression is for performance, retesting is for correctness', 'Regression testing checks new features', 'Retesting is done after bug fixes'], 'question': 'What is the difference between regression testing and retesting?', 'correctAnswer': 'Retesting is done after bug fixes'}, {'answers': ['Performance testing', 'Unit testing', 'Integration testing', 'System testing'], 'question': 'Which of the following is a non-functional testing type?', 'correctAnswer': 'Performance testing'}, {'answers': ['Reduce manual effort', 'Increase bugs', 'Reduce testing time only', 'Test for security flaws'], 'question': 'What is the main objective of test automation?', 'correctAnswer': 'Reduce manual effort'}]",2024-10-03 00:00:00+00:00,2025-10-03 00:00:00+00:00,2024-10-03 06:50:27.087000+00:00,2024-10-03 06:50:27.087000+00:00
4,106,Cloud,1,Principle Architect,This is a course on Cloud for Principle Architect.,"[{'answers': ['Answer 1', 'Answer 2', 'Answer 3', 'Answer 4'], 'question': 'Generic question 1?', 'correctAnswer': 'Answer 1'}]",2024-10-03 00:00:00+00:00,2025-10-03 00:00:00+00:00,2024-10-03 06:50:27.091000+00:00,2024-10-03 06:50:27.091000+00:00
5,107,PowerBI,5,Data Scientist,This is a course on PowerBI for Data Scientist.,"[{'answers': ['K-Means', 'Linear Regression', 'DBSCAN', 'PCA'], 'question': 'Which of the following is a supervised learning algorithm?', 'correctAnswer': 'Linear Regression'}, {'answers': ['To visualize classification results', 'To plot data', 'To detect overfitting', 'To reduce dimensionality'], 'question': 'What is the primary use of a confusion matrix?', 'correctAnswer': 'To visualize classification results'}, {'answers': ['PCA', 'Imputation', 'Clustering', 'Gradient Descent'], 'question': 'Which of the following techniques is used to handle missing data?', 'correctAnswer': 'Imputation'}, {'answers': ['To test the model on training data', 'To prevent overfitting', 'To test only the outliers', 'To simplify the dataset'], 'question': 'What is the purpose of cross-validation?', 'correctAnswer': 'To prevent overfitting'}, {'answers': ['Mean Absolute Error', 'Precision', 'Recall', 'Confusion Matrix'], 'question': 'Which of the following is used to evaluate a regression model?', 'correctAnswer': 'Mean Absolute Error'}]",2024-10-03 00:00:00+00:00,2025-10-03 00:00:00+00:00,2024-10-03 06:50:27.093000+00:00,2024-10-03 06:50:27.093000+00:00
6,108,React,5,Data Scientist,This is a course on React for Data Scientist.,"[{'answers': ['K-Means', 'Linear Regression', 'DBSCAN', 'PCA'], 'question': 'Which of the following is a supervised learning algorithm?', 'correctAnswer': 'Linear Regression'}, {'answers': ['To visualize classification results', 'To plot data', 'To detect overfitting', 'To reduce dimensionality'], 'question': 'What is the primary use of a confusion matrix?', 'correctAnswer': 'To visualize classification results'}, {'answers': ['PCA', 'Imputation', 'Clustering', 'Gradient Descent'], 'question': 'Which of the following techniques is used to handle missing data?', 'correctAnswer': 'Imputation'}, {'answers': ['To test the model on training data', 'To prevent overfitting', 'To test only the outliers', 'To simplify the dataset'], 'question': 'What is the purpose of cross-validation?', 'correctAnswer': 'To prevent overfitting'}, {'answers': ['Mean Absolute Error', 'Precision', 'Recall', 'Confusion Matrix'], 'question': 'Which of the following is used to evaluate a regression model?', 'correctAnswer': 'Mean Absolute Error'}]",2024-10-03 00:00:00+00:00,2025-10-03 00:00:00+00:00,2024-10-03 06:50:27.097000+00:00,2024-10-03 06:50:27.097000+00:00
7,109,Nodejs,1,Principle Architect,This is a course on Nodejs for Principle Architect.,"[{'answers': ['Answer 1', 'Answer 2', 'Answer 3', 'Answer 4'], 'question': 'Generic question 1?', 'correctAnswer': 'Answer 1'}]",2024-10-03 00:00:00+00:00,2025-10-03 00:00:00+00:00,2024-10-03 06:50:27.100000+00:00,2024-10-03 06:50:27.100000+00:00
8,110,Cloud,5,Data Analyst,This is a course on Cloud for Data Analyst.,"[{'answers': ['Data visualization', 'Web development', 'Creating databases', 'CI/CD automation'], 'question': 'What is the primary function of PowerBI?', 'correctAnswer': 'Data visualization'}, {'answers': ['Mean', 'Variance', 'Standard deviation', 'Correlation'], 'question': 'Which of the following is a measure of central tendency?', 'correctAnswer': 'Mean'}, {'answers': ['WHERE', 'ORDER BY', 'GROUP BY', 'JOIN'], 'question': 'In SQL, which clause is used to filter records?', 'correctAnswer': 'WHERE'}, {'answers': ['Summarizing data', 'Filtering data', 'Sorting data', 'Joining tables'], 'question': 'What is a pivot table used for?', 'correctAnswer': 'Summarizing data'}, {'answers': ['Pie chart', 'Line graph', 'Scatter plot', 'Bar chart'], 'question': 'Which type of graph is best for showing proportions?', 'correctAnswer': 'Pie chart'}]",2024-10-03 00:00:00+00:00,2025-10-03 00:00:00+00:00,2024-10-03 06:50:27.102000+00:00,2024-10-03 06:50:27.102000+00:00
9,111,Python,5,QA Engineer,This is a course on Python for QA Engineer.,"[{'answers': ['Testing the maximum values', 'Testing at the boundary between partitions', 'Testing only valid inputs', 'Testing with random inputs'], 'question': 'What is boundary value testing?', 'correctAnswer': 'Testing at the boundary between partitions'}, {'answers': ['Jira', 'JMeter', 'Confluence', 'Git'], 'question': 'Which tool is used for performance testing?', 'correctAnswer': 'JMeter'}, {'answers': ['Retesting verifies new functionality, regression testing checks existing functionality', 'Regression is for performance, retesting is for correctness', 'Regression testing checks new features', 'Retesting is done after bug fixes'], 'question': 'What is the difference between regression testing and retesting?', 'correctAnswer': 'Retesting is done after bug fixes'}, {'answers': ['Performance testing', 'Unit testing', 'Integration testing', 'System testing'], 'question': 'Which of the following is a non-functional testing type?', 'correctAnswer': 'Performance testing'}, {'answers': ['Reduce manual effort', 'Increase bugs', 'Reduce testing time only', 'Test for security flaws'], 'question': 'What is the main objective of test automation?', 'correctAnswer': 'Reduce manual effort'}]",2024-10-03 00:00:00+00:00,2025-10-03 00:00:00+00:00,2024-10-03 06:50:27.111000+00:00,2024-10-03 06:50:27.111000+00:00
10,112,Python,1,Data Engineer,This is a course on Python for Data Engineer.,"[{'answers': ['Answer 1', 'Answer 2', 'Answer 3', 'Answer 4'], 'question': 'Generic question 1?', 'correctAnswer': 'Answer 1'}]",2024-10-03 00:00:00+00:00,2025-10-03 00:00:00+00:00,2024-10-03 06:50:27.116000+00:00,2024-10-03 06:50:27.116000+00:00
11,113,Javascript,1,Principle Architect,This is a course on Javascript for Principle Architect.,"[{'answers': ['Answer 1', 'Answer 2', 'Answer 3', 'Answer 4'], 'question': 'Generic question 1?', 'correctAnswer': 'Answer 1'}]",2024-10-03 00:00:00+00:00,2025-10-03 00:00:00+00:00,2024-10-03 06:50:27.118000+00:00,2024-10-03 06:50:27.118000+00:00
12,114,PowerBI,1,Principle Architect,This is a course on PowerBI for Principle Architect.,"[{'answers': ['Answer 1', 'Answer 2', 'Answer 3', 'Answer 4'], 'question': 'Generic question 1?', 'correctAnswer': 'Answer 1'}]",2024-10-03 00:00:00+00:00,2025-10-03 00:00:00+00:00,2024-10-03 06:50:27.120000+00:00,2024-10-03 06:50:27.120000+00:00
13,115,Docker,1,Principle Architect,This is a course on Docker for Principle Architect.,"[{'answers': ['Answer 1', 'Answer 2', 'Answer 3', 'Answer 4'], 'question': 'Generic question 1?', 'correctAnswer': 'Answer 1'}]",2024-10-03 00:00:00+00:00,2025-10-03 00:00:00+00:00,2024-10-03 06:50:27.122000+00:00,2024-10-03 06:50:27.122000+00:00
14,116,Cloud,1,Data Engineer,This is a course on Cloud for Data Engineer.,"[{'answers': ['Answer 1', 'Answer 2', 'Answer 3', 'Answer 4'], 'question': 'Generic question 1?', 'correctAnswer': 'Answer 1'}]",2024-10-03 00:00:00+00:00,2025-10-03 00:00:00+00:00,2024-10-03 06:50:27.125000+00:00,2024-10-03 06:50:27.125000+00:00
15,117,QA,5,Software Engineer,This is a course on QA for Software Engineer.,"[{'answers': ['A function within another function', 'A method in Java', 'A loop', 'An event listener'], 'question': 'What is a closure in JavaScript?', 'correctAnswer': 'A function within another function'}, {'answers': ['It maps URLs', 'It iterates over lists', 'It filters data', 'It creates new objects'], 'question': 'What does the `map()` function do in Python?', 'correctAnswer': 'It iterates over lists'}, {'answers': ['A constant variable', ""A loop that can't be broken"", 'An immutable class', 'A method that can be overridden'], 'question': 'In Java, what does the `final` keyword mean?', 'correctAnswer': 'A constant variable'}, {'answers': ['To handle synchronous code', 'To handle asynchronous code', 'To define loops', 'To block threads'], 'question': 'What is the purpose of `async` and `await` in JavaScript?', 'correctAnswer': 'To handle asynchronous code'}, {'answers': ['It uses HTTP methods', 'It requires SOAP', 'It mandates XML responses', 'It is only used with GET requests'], 'question': 'Which of the following is true about RESTful APIs?', 'correctAnswer': 'It uses HTTP methods'}]",2024-10-03 00:00:00+00:00,2025-10-03 00:00:00+00:00,2024-10-03 06:50:27.130000+00:00,2024-10-03 06:50:27.130000+00:00
16,118,PowerBI,5,Data Analyst,This is a course on PowerBI for Data Analyst.,"[{'answers': ['Data visualization', 'Web development', 'Creating databases', 'CI/CD automation'], 'question': 'What is the primary function of PowerBI?', 'correctAnswer': 'Data visualization'}, {'answers': ['Mean', 'Variance', 'Standard deviation', 'Correlation'], 'question': 'Which of the following is a measure of central tendency?', 'correctAnswer': 'Mean'}, {'answers': ['WHERE', 'ORDER BY', 'GROUP BY', 'JOIN'], 'question': 'In SQL, which clause is used to filter records?', 'correctAnswer': 'WHERE'}, {'answers': ['Summarizing data', 'Filtering data', 'Sorting data', 'Joining tables'], 'question': 'What is a pivot table used for?', 'correctAnswer': 'Summarizing data'}, {'answers': ['Pie chart', 'Line graph', 'Scatter plot', 'Bar chart'], 'question': 'Which type of graph is best for showing proportions?', 'correctAnswer': 'Pie chart'}]",2024-10-03 00:00:00+00:00,2025-10-03 00:00:00+00:00,2024-10-03 06:50:27.132000+00:00,2024-10-03 06:50:27.132000+00:00
17,119,Java,5,Software Engineer,This is a course on Java for Software Engineer.,"[{'answers': ['A function within another function', 'A method in Java', 'A loop', 'An event listener'], 'question': 'What is a closure in JavaScript?', 'correctAnswer': 'A function within another function'}, {'answers': ['It maps URLs', 'It iterates over lists', 'It filters data', 'It creates new objects'], 'question': 'What does the `map()` function do in Python?', 'correctAnswer': 'It iterates over lists'}, {'answers': ['A constant variable', ""A loop that can't be broken"", 'An immutable class', 'A method that can be overridden'], 'question': 'In Java, what does the `final` keyword mean?', 'correctAnswer': 'A constant variable'}, {'answers': ['To handle synchronous code', 'To handle asynchronous code', 'To define loops', 'To block threads'], 'question': 'What is the purpose of `async` and `await` in JavaScript?', 'correctAnswer': 'To handle asynchronous code'}, {'answers': ['It uses HTTP methods', 'It requires SOAP', 'It mandates XML responses', 'It is only used with GET requests'], 'question': 'Which of the following is true about RESTful APIs?', 'correctAnswer': 'It uses HTTP methods'}]",2024-10-03 00:00:00+00:00,2025-10-03 00:00:00+00:00,2024-10-03 06:50:27.134000+00:00,2024-10-03 06:50:27.134000+00:00
18,120,Python,5,Data Analyst,This is a course on Python for Data Analyst.,"[{'answers': ['Data visualization', 'Web development', 'Creating databases', 'CI/CD automation'], 'question': 'What is the primary function of PowerBI?', 'correctAnswer': 'Data visualization'}, {'answers': ['Mean', 'Variance', 'Standard deviation', 'Correlation'], 'question': 'Which of the following is a measure of central tendency?', 'correctAnswer': 'Mean'}, {'answers': ['WHERE', 'ORDER BY', 'GROUP BY', 'JOIN'], 'question': 'In SQL, which clause is used to filter records?', 'correctAnswer': 'WHERE'}, {'answers': ['Summarizing data', 'Filtering data', 'Sorting data', 'Joining tables'], 'question': 'What is a pivot table used for?', 'correctAnswer': 'Summarizing data'}, {'answers': ['Pie chart', 'Line graph', 'Scatter plot', 'Bar chart'], 'question': 'Which type of graph is best for showing proportions?', 'correctAnswer': 'Pie chart'}]",2024-10-03 00:00:00+00:00,2025-10-03 00:00:00+00:00,2024-10-03 06:50:27.136000+00:00,2024-10-03 06:50:27.136000+00:00
19,121,Docker,5,QA Engineer,This is a course on Docker for QA Engineer.,"[{'answers': ['Testing the maximum values', 'Testing at the boundary between partitions', 'Testing only valid inputs', 'Testing with random inputs'], 'question': 'What is boundary value testing?', 'correctAnswer': 'Testing at the boundary between partitions'}, {'answers': ['Jira', 'JMeter', 'Confluence', 'Git'], 'question': 'Which tool is used for performance testing?', 'correctAnswer': 'JMeter'}, {'answers': ['Retesting verifies new functionality, regression testing checks existing functionality', 'Regression is for performance, retesting is for correctness', 'Regression testing checks new features', 'Retesting is done after bug fixes'], 'question': 'What is the difference between regression testing and retesting?', 'correctAnswer': 'Retesting is done after bug fixes'}, {'answers': ['Performance testing', 'Unit testing', 'Integration testing', 'System testing'], 'question': 'Which of the following is a non-functional testing type?', 'correctAnswer': 'Performance testing'}, {'answers': ['Reduce manual effort', 'Increase bugs', 'Reduce testing time only', 'Test for security flaws'], 'question': 'What is the main objective of test automation?', 'correctAnswer': 'Reduce manual effort'}]",2024-10-03 00:00:00+00:00,2025-10-03 00:00:00+00:00,2024-10-03 06:50:27.142000+00:00,2024-10-03 06:50:27.142000+00:00
20,122,React,5,DevOps Engineer,This is a course on React for DevOps Engineer.,"[{'answers': ['Managing virtual machines', 'Running containers', 'Building applications', 'Storing databases'], 'question': 'What is Docker used for?', 'correctAnswer': 'Running containers'}, {'answers': ['Jenkins', 'Jira', 'Jupyter', 'JVM'], 'question': 'Which tool is commonly used for CI/CD pipelines?', 'correctAnswer': 'Jenkins'}, {'answers': ['Automatic deployments', 'Version control of infrastructure', 'Database management', 'Monitoring logs'], 'question': 'What is the primary benefit of Infrastructure as Code (IaC)?', 'correctAnswer': 'Version control of infrastructure'}, {'answers': ['Manage Kubernetes clusters', 'Manage Docker containers', 'Deploy databases', 'Run CI/CD pipelines'], 'question': 'What does `kubectl` do in a Kubernetes environment?', 'correctAnswer': 'Manage Kubernetes clusters'}, {'answers': ['Distribute traffic across servers', 'Increase latency', 'Reduce security risks', 'Manage file uploads'], 'question': 'What is the purpose of load balancing?', 'correctAnswer': 'Distribute traffic across servers'}]",2024-10-03 00:00:00+00:00,2025-10-03 00:00:00+00:00,2024-10-03 06:50:27.147000+00:00,2024-10-03 06:50:27.147000+00:00
21,123,PowerBI,5,QA Engineer,This is a course on PowerBI for QA Engineer.,"[{'answers': ['Testing the maximum values', 'Testing at the boundary between partitions', 'Testing only valid inputs', 'Testing with random inputs'], 'question': 'What is boundary value testing?', 'correctAnswer': 'Testing at the boundary between partitions'}, {'answers': ['Jira', 'JMeter', 'Confluence', 'Git'], 'question': 'Which tool is used for performance testing?', 'correctAnswer': 'JMeter'}, {'answers': ['Retesting verifies new functionality, regression testing checks existing functionality', 'Regression is for performance, retesting is for correctness', 'Regression testing checks new features', 'Retesting is done after bug fixes'], 'question': 'What is the difference between regression testing and retesting?', 'correctAnswer': 'Retesting is done after bug fixes'}, {'answers': ['Performance testing', 'Unit testing', 'Integration testing', 'System testing'], 'question': 'Which of the following is a non-functional testing type?', 'correctAnswer': 'Performance testing'}, {'answers': ['Reduce manual effort', 'Increase bugs', 'Reduce testing time only', 'Test for security flaws'], 'question': 'What is the main objective of test automation?', 'correctAnswer': 'Reduce manual effort'}]",2024-10-03 00:00:00+00:00,2025-10-03 00:00:00+00:00,2024-10-03 06:50:27.149000+00:00,2024-10-03 06:50:27.149000+00:00
22,124,Cloud,5,QA Engineer,This is a course on Cloud for QA Engineer.,"[{'answers': ['Testing the maximum values', 'Testing at the boundary between partitions', 'Testing only valid inputs', 'Testing with random inputs'], 'question': 'What is boundary value testing?', 'correctAnswer': 'Testing at the boundary between partitions'}, {'answers': ['Jira', 'JMeter', 'Confluence', 'Git'], 'question': 'Which tool is used for performance testing?', 'correctAnswer': 'JMeter'}, {'answers': ['Retesting verifies new functionality, regression testing checks existing functionality', 'Regression is for performance, retesting is for correctness', 'Regression testing checks new features', 'Retesting is done after bug fixes'], 'question': 'What is the difference between regression testing and retesting?', 'correctAnswer': 'Retesting is done after bug fixes'}, {'answers': ['Performance testing', 'Unit testing', 'Integration testing', 'System testing'], 'question': 'Which of the following is a non-functional testing type?', 'correctAnswer': 'Performance testing'}, {'answers': ['Reduce manual effort', 'Increase bugs', 'Reduce testing time only', 'Test for security flaws'], 'question': 'What is the main objective of test automation?', 'correctAnswer': 'Reduce manual effort'}]",2024-10-03 00:00:00+00:00,2025-10-03 00:00:00+00:00,2024-10-03 06:50:27.150000+00:00,2024-10-03 06:50:27.150000+00:00
23,125,Data Science,1,Principle Architect,This is a course on Data Science for Principle Architect.,"[{'answers': ['Answer 1', 'Answer 2', 'Answer 3', 'Answer 4'], 'question': 'Generic question 1?', 'correctAnswer': 'Answer 1'}]",2024-10-03 00:00:00+00:00,2025-10-03 00:00:00+00:00,2024-10-03 06:50:27.152000+00:00,2024-10-03 06:50:27.152000+00:00
24,126,Docker,1,Data Engineer,This is a course on Docker for Data Engineer.,"[{'answers': ['Answer 1', 'Answer 2', 'Answer 3', 'Answer 4'], 'question': 'Generic question 1?', 'correctAnswer': 'Answer 1'}]",2024-10-03 00:00:00+00:00,2025-10-03 00:00:00+00:00,2024-10-03 06:50:27.154000+00:00,2024-10-03 06:50:27.154000+00:00
25,127,Javascript,5,Software Engineer,This is a course on Javascript for Software Engineer.,"[{'answers': ['A function within another function', 'A method in Java', 'A loop', 'An event listener'], 'question': 'What is a closure in JavaScript?', 'correctAnswer': 'A function within another function'}, {'answers': ['It maps URLs', 'It iterates over lists', 'It filters data', 'It creates new objects'], 'question': 'What does the `map()` function do in Python?', 'correctAnswer': 'It iterates over lists'}, {'answers': ['A constant variable', ""A loop that can't be broken"", 'An immutable class', 'A method that can be overridden'], 'question': 'In Java, what does the `final` keyword mean?', 'correctAnswer': 'A constant variable'}, {'answers': ['To handle synchronous code', 'To handle asynchronous code', 'To define loops', 'To block threads'], 'question': 'What is the purpose of `async` and `await` in JavaScript?', 'correctAnswer': 'To handle asynchronous code'}, {'answers': ['It uses HTTP methods', 'It requires SOAP', 'It mandates XML responses', 'It is only used with GET requests'], 'question': 'Which of the following is true about RESTful APIs?', 'correctAnswer': 'It uses HTTP methods'}]",2024-10-03 00:00:00+00:00,2025-10-03 00:00:00+00:00,2024-10-03 06:50:27.156000+00:00,2024-10-03 06:50:27.156000+00:00
